x1,x2
-1.010586434465872,-1.9102704461439823
1.8083254483782327,1.8082187978815096
-0.8734110568111038,1.8692606821255133
0.4714868720983487,0.3926249054698885
1.220650794054348,1.6587299332577137
1.411832491708173,0.9421638898390509
0.18586920391939676,0.8938412206497189
0.9496418235894102,0.16010786183214
1.0687993150793806,-0.17552642815454378
0.9330528592627622,0.7739401333426346
1.66644137498339,1.0424625759342587
0.9228852294797388,-0.7063011127858623
-0.05812100141309126,-0.011643876068073294
-0.5390662931170848,0.44375703207019257
-1.0131561082116023,-1.897984381292184
0.9984870614493314,0.49279716045789856
0.3924279900984471,-0.04902271668004354
-0.13166234262720602,-0.4841238787119072
-0.03210740790299151,-1.1354431614895295
-0.5725068642168779,-0.6829392254606234
